"Record ID","Intake Date","Intake Channel","Business Category","Complaint Code","Business Unique ID","Business Name","Result Date","Result","Referred To","Contract Cancelled Amount","Refund Amount","Building Nbr","Street1","Unit Type","Apt/Suite","City","Postcode","Borough"
"066985-2025-CMPL","07/02/2025","Online","Debt Collection Agency","Other - Z01","BA-1704360-2024","Bounce AI Inc.","08/13/2025","Resolved and Consumer Satisfied - SPF",,,,"70","LINDEN OAKS","STE","19","ROCHESTER","14625",
"067084-2025-CMPL","07/02/2025","Online","Auto Rental","Contract or Billing Dispute","BA-1738070-2025","DRIVO RENT-A-CAR","08/26/2025","Credit Card Refund and/or Contract Cancelled - CRC",,,"$90","2261","94TH ST",,,"EAST ELMHURST","11369","Queens"
"067050-2025-CMPL","07/02/2025","Email/Fax","Landlord or Real Estate Agent","Broker Fee Listed",,,"08/01/2025","Requested Information Not Provided",,,,,,,,,,
"067035-2025-CMPL","07/02/2025","311","Electronic Cigarette Dealer","Flavored Tobacco","BA-1717408-2024","ZENON34 CORP.","08/13/2025","Complaint Review Complete",,,,"960","BLOOMINGDALE RD","STE","2","STATEN ISLAND","10309","Staten Island"
"067017-2025-CMPL","07/02/2025","311","Misc Non-Food Retail","Non-Delivery of Goods - N01","BA-1737963-2025","hao shi li","08/02/2025","Requested Information Not Provided",,,,"13248","41ST AVE",,,"FLUSHING","11355","Queens"
"067069-2025-CMPL","07/02/2025","311","Tow Truck Company","Required Signage Not Posted; Demand for Cash Payment","BA-1738805-2025","S&J Towing","08/15/2025","Cash Amount - AMT",,,"$395","946","UTICA AVE",,,"BROOKLYN","11203","Brooklyn"
"067058-2025-CMPL","07/02/2025","311","Tow Truck Company","Overcharge; Demand for Cash Payment","BA-1738036-2025","ny confidential towing","08/02/2025","Requested Information Not Provided",,,,"773","BERGEN ST",,,"BROOKLYN","11238","Brooklyn"
"067053-2025-CMPL","07/02/2025","Email/Fax","Other",,,,"08/01/2025","Requested Information Not Provided",,,,,,,,,,
"067064-2025-CMPL","07/02/2025","Email/Fax","Landlord or Real Estate Agent",,"BA-1738047-2025","Oxford Property Group","08/06/2025","Requested Information Not Provided",,,,"5","W 37TH ST",,,"NEW YORK","10018","Manhattan"
"067045-2025-CMPL","07/02/2025","Online","Other",,"BA-1731877-2025","Fashionphile, LLC","08/23/2025","Requested Information Not Provided",,,,,"601 W 26TH St Rm 400B",,,"New York","10001",
"066968-2025-CMPL","07/01/2025","Email/Fax","Other","Exchange/Refund/Return","BA-1737894-2025","Mia Medical NYC P.C.","10/23/2025","Advised to Sue - ATS",,,,"522","ATLANTIC AVE",,,"BROOKLYN","11217","Brooklyn"
"066868-2025-CMPL","07/01/2025","Online","Other","Exchange/Refund/Return","BA-1737753-2025","Planned Parenthood Global Inc","09/29/2025","Credit Card Refund and/or Contract Cancelled - CRC",,,,"123","WILLIAM ST","FL","10","NEW YORK","10038","Manhattan"
"066874-2025-CMPL","07/01/2025","Online","Landlord or Real Estate Agent","Fees or Surcharges Not Disclosed; Broker Fee Charged","BA-1736020-2025","Compass Real Estate, LLC","08/29/2025","Requested Information Not Provided",,,,,"90 5TH Ave FL 3",,,"New York","10011",
"066913-2025-CMPL","07/01/2025","Online","Tow Truck Company","Unauthorized tow; Exchange/Refund/Return","BA-1330186-2022","J & C TOWING INC","09/09/2025","No Business Response - NVR","INS-000885861",,,"9","WOODHULL ST",,,"BROOKLYN","11231","Brooklyn"
"066886-2025-CMPL","07/01/2025","Online","Electronics Store","Exchange/Refund/Return","BA-1715543-2024","34TH ST. CAMERA & COMPUTERS INC.","09/22/2025","Resolved and Consumer Satisfied - SPF",,,,,"460 Fashion Ave Frnt 1",,,"New York","10123",
"066933-2025-CMPL","07/01/2025","Online","Tow Truck Company","Unauthorized tow","BA-1218001-2022","CASINO TOWING SERVICE INC.","09/04/2025","Advised to Sue - ATS",,,,,"7105A Amstel Blvd",,,"Far Rockaway","11692","Queens"
"066962-2025-CMPL","07/01/2025","Online","Other","Billing Dispute - B02","BA-1661954-2023","Uber Technologies","08/28/2025","Requested Information Not Provided",,,,"175","GREENWICH ST",,,"NEW YORK","10007","Manhattan"
"066917-2025-CMPL","07/01/2025","Online","Other","Goods or Services Not Delivered","BA-1737465-2025","THE SIGHTSEEING PASS","09/09/2025","No Business Response - NVR",,,,"150","W 46TH ST",,,"NEW YORK","10036","Manhattan"
"066920-2025-CMPL","07/01/2025","Online","Other","Unauthorized charges","BA-1743597-2025","D.S.E. RESTAURANT CORP.","09/29/2025","Resolved and Consumer Satisfied - SPF",,,,"2535","GRAND CONCOURSE",,,"BRONX","10468","Bronx"
"066922-2025-CMPL","07/01/2025","311","Drug Store Retail","Non-Delivery of Goods - N01","BA-1737824-2025","Drome Drugs","08/01/2025","Requested Information Not Provided",,,,"1781","JEROME AVE",,,"BRONX","10453","Bronx"
"066967-2025-CMPL","07/01/2025","311","Tow Truck Company","Overcharge","BA-1737893-2025","Nights","08/01/2025","Requested Information Not Provided",,,,"194","BROADWAY",,,"BROOKLYN","11211","Brooklyn"
"066878-2025-CMPL","07/01/2025","311","Tow Truck Company","Overcharge","BA-1678049-2023","DITMAS AVE AUTO BODY INC.","08/01/2025","Requested Information Not Provided",,,,"8613","DITMAS AVE",,,"BROOKLYN","11236","Brooklyn"
"066984-2025-CMPL","07/01/2025","Online","Furniture Sales","Other - Z01","BA-1740960-2025","EUROMARKET DESIGNS, INC.","08/26/2025","No Consumer Response - NCR",,,,,"611 Broadway Frnt A",,,"New York","10012",
"066906-2025-CMPL","07/01/2025","311","Restaurant","Tip Required","BA-1737806-2025","5 Burro Cafe","07/24/2025","Resolved and Consumer Satisfied - SPF",,,,"7205","AUSTIN ST",,,"FOREST HILLS","11375","Queens"
"066870-2025-CMPL","07/01/2025","311","Restaurant","Cashless Business","BA-1737981-2025","LUCKIN COFFEE","07/03/2025","Complaint Review Complete",,,,"755","BROADWAY",,,"NEW YORK","10003","Manhattan"
"066871-2025-CMPL","07/01/2025","Online","Other","Other - Z01","BA-1723488-2025","Hinge, Inc.","07/25/2025","Referred","Court System",,,"809","WASHINGTON ST","FL","4","NEW YORK","10014","Manhattan"
"066865-2025-CMPL","07/01/2025","311","Grocery-Retail","Overcharge; Goods or Services Not Delivered","BA-1737749-2025","Emmons Deli","07/01/2025","Referred","NYC Human Resources Administration",,,"1725","EMMONS AVE",,,"BROOKLYN","11235","Brooklyn"
"066877-2025-CMPL","07/01/2025","311","Other","Exchange/Refund/Return","BA-1737764-2025","Convenience","07/02/2025","Referred","NYS Department of Financial Services",,,"1810","FOREST AVE",,,"STATEN ISLAND","10303","Staten Island"
"066975-2025-CMPL","07/01/2025","311","Supermarket","Scale Inaccurate/Broken","BA-1737903-2025","Tashein","07/02/2025","Referred","NYC Department of Transportation",,,"713","BRIGHTON BEACH AVE",,,"BROOKLYN","11235","Brooklyn"
"066879-2025-CMPL","07/01/2025","311","Misc Non-Food Retail","Exchange/Refund/Return","BA-1737766-2025","Convenience/gas station","07/07/2025","Referred","NYS Department of Financial Services",,,"1810","FOREST AVE",,,"STATEN ISLAND","10303","Staten Island"
"066884-2025-CMPL","07/01/2025","Online","Home Improvement Contractor","Quality of Work - Q01","BA-1737771-2025","J & I HOME IMPROVEMENT LLC","07/24/2025","Referred","Westchester County Consumer Affairs",,,"224","MORTIMER ST",,,"PORT CHESTER","10573",
"066897-2025-CMPL","07/01/2025","311","Retail Laundry","Non-Delivery of Goods - N01","BA-1737793-2025","Cool Neighborhood","07/02/2025","Referred","Other",,,"269","E 198TH ST",,,"BRONX","10458","Bronx"
"066881-2025-CMPL","07/01/2025","311","Misc Non-Food Retail","Exchange/Refund/Return","BA-1737768-2025","Deli Express.","07/02/2025","Referred","NYS Department of Agriculture and Markets",,,"11231","FARMERS BLVD",,,"SAINT ALBANS","11412","Queens"
"066888-2025-CMPL","07/01/2025","Online","Secondhand Dealer - Auto","Exchange Goods/Contract Cancelled - E01","BA-1508260-2022","Victory Mitsubishi and Pre-Owned Super Center","07/02/2025","Complaint Review Complete",,,,"4070","BOSTON RD",,,"BRONX","10475","Bronx"
"066949-2025-CMPL","07/01/2025","311","Other","Overcharge","BA-1737869-2025","Hollis Liquor & Wine","07/02/2025","Referred","NYS Liquor Authority",,,"20413","HOLLIS AVE",,,"SAINT ALBANS","11412","Queens"
"066939-2025-CMPL","07/01/2025","Email/Fax","Other",,"BA-1737850-2025","Schlesinger Associates New York Inc.","07/01/2025","Referred","Other",,,"101","WOOD AVE S",,"501","ISELIN","08830",
"066977-2025-CMPL","07/01/2025","Online","Landlord or Real Estate Agent","Fees or Surcharges Not Disclosed","BA-1735281-2025","Belvedere Bridge Realty, LLC","07/18/2025","Complaint Review Complete",,,,"610","MANHATTAN AVE",,,"BROOKLYN","11222","Brooklyn"
"066911-2025-CMPL","07/01/2025","311","Specialized Vending License - MFV","Condemned/Expired Scale","BA-1737811-2025","GOLDEN PRODUCE","07/02/2025","Referred","NYC Department of Sanitation",,,"364","E 204TH ST",,,"BRONX","10467","Bronx"
"066978-2025-CMPL","07/01/2025","311","Temporary Street Fair Vendor Permit","Damaged Goods - D01","BA-1737906-2025","Jimmy jazz","07/02/2025","Referred","Other",,,"226","E FORDHAM RD",,,"BRONX","10458","Bronx"
"066873-2025-CMPL","07/01/2025","Online","Health Spa","Advertising/Misleading - A02","BA-1737759-2025","Turkish Esthetic center","07/24/2025","Referred","NYS Department of State",,,"481","8TH AVE",,,"NEW YORK","10001","Manhattan"
"066915-2025-CMPL","07/01/2025","311","Grocery-Retail","Advertising/Misleading - A02","BA-1737814-2025","unknown","07/02/2025","Referred","NYC Police Department",,,"444","RALPH AVE",,,"BROOKLYN","11233","Brooklyn"
"066928-2025-CMPL","07/01/2025","311","Salons And Barbershop","Price Not Posted","BA-1728307-2025","MANDY’S REFRESH NAIL SPA INC","07/02/2025","Complaint Review Complete",,,,"18815","UNION TPKE",,,"FRESH MEADOWS","11366","Queens"
"066880-2025-CMPL","07/01/2025","311","Other","Advertising/Misleading - A02","BA-1737767-2025","MEMORIAL SLOAN KETTERING CANCER CENTER","07/02/2025","No Jurisdiction",,,,"55","5TH AVE",,,"NEW YORK","10003","Manhattan"
"066905-2025-CMPL","07/01/2025","311","Laundries","Required Signage Not Posted","BA-1668504-2023","MADISON SUPREME LAUNDROMAT, INC.","07/02/2025","Complaint Review Complete",,,,"76","MADISON ST",,,"NEW YORK","10002","Manhattan"
"066971-2025-CMPL","07/01/2025","311","Misc Non-Food Retail","Price Not Posted","BA-1737896-2025","Shop fresh food market","07/02/2025","Insufficient Info Received",,,,"124","W FORDHAM RD",,,"BRONX","10468","Bronx"
"066934-2025-CMPL","07/01/2025","Online","Landlord or Real Estate Agent","Fees or Surcharges Not Disclosed","BA-1735281-2025","Belvedere Bridge Realty, LLC","07/18/2025","Complaint Review Complete",,,,"610","MANHATTAN AVE",,,"BROOKLYN","11222","Brooklyn"
"066896-2025-CMPL","07/01/2025","311","Restaurant","Cashless Business","BA-1737981-2025","LUCKIN COFFEE","07/02/2025","Complaint Review Complete",,,,"755","BROADWAY",,,"NEW YORK","10003","Manhattan"
"066979-2025-CMPL","07/01/2025","Online","Restaurant","Cashless Business","BA-1738110-2025","Luckin coffee","07/24/2025","Complaint Review Complete",,,,"800","6TH AVE",,,"NEW YORK","10001","Manhattan"
"066936-2025-CMPL","07/01/2025","Online","Landlord or Real Estate Agent","Fees or Surcharges Not Disclosed","BA-1737847-2025","ON POINT NYC, INC.","07/18/2025","Complaint Review Complete",,,,,"104 E 126TH St APT 3B",,,"New York","10035",
"066955-2025-CMPL","07/01/2025","Email/Fax","Secondhand Dealer - Auto",,"BA-1737878-2025","CLM Auto Group Inc.","07/01/2025","Referred","Nassau County Consumer Affairs",,,"215","NORTHERN BLVD",,,"GREAT NECK","11021","Outside NYC"
"066957-2025-CMPL","07/01/2025","Email/Fax","Other",,"BA-1737881-2025","AVERY RESIDENTIAL LLC","07/01/2025","Referred","Other",,,,"497 Carroll St Ste 61",,,"Brooklyn","11215",
"066883-2025-CMPL","07/01/2025","311","Home Improvement Contractor","Quality of Work - Q01","BA-1737770-2025","J&I HOME IMPROVEMENT, LLC","07/08/2025","Referred","Westchester County Consumer Affairs",,,"224","MORTIMER ST",,,"PORT CHESTER","10573",
"066938-2025-CMPL","07/01/2025","Online","Landlord or Real Estate Agent","Fees or Surcharges Not Disclosed","BA-1735281-2025","Belvedere Bridge Realty, LLC","07/18/2025","Complaint Review Complete",,,,"210","JAVA ST","APT","1B","BROOKLYN","11222","Brooklyn"
"066882-2025-CMPL","07/01/2025","311","Electronic & Home Appliance Service Dealer","Unlicensed","BA-1737769-2025","smart fix","07/02/2025","No Jurisdiction",,,,"10","RADIGAN AVE",,,"STATEN ISLAND","10309","Staten Island"
"066918-2025-CMPL","07/01/2025","311","Misc Non-Food Retail","Cashless Business","BA-1737819-2025","CORNER DELI","07/02/2025","Referred","NYC Human Resources Administration",,,"341","HEBERTON AVE",,,"STATEN ISLAND","10302","Staten Island"
"066885-2025-CMPL","07/01/2025","311","Supermarket","Price Gouging","BA-1737772-2025","IDEAL FOOD BASKET","07/02/2025","Referred","NYS Office of the Attorney General",,,"1086","BROOKLYN AVE",,,"BROOKLYN","11203","Brooklyn"
"066872-2025-CMPL","07/01/2025","311","Temporary Street Fair Vendor Permit","Price Gouging","BA-1737758-2025","NYC Soft Ice Cream Truck owned by Eddie Cumart","07/01/2025","Insufficient Info Received",,,,"38","WASHINGTON ST",,,"BROOKLYN","11201","Brooklyn"
"066945-2025-CMPL","07/01/2025","Email/Fax","Supermarket",,"BA-1737862-2025","Red Apple Tree, Inc","07/01/2025","Referred","NYS Department of Environmental Conservation",,,"14835","JAMAICA AVE",,,"JAMAICA","11435","Queens"
"066919-2025-CMPL","07/01/2025","311","Salons And Barbershop","Advertising/Misleading - A02","BA-1737820-2025","Unfade X Muze Salon","07/02/2025","Referred","US Department of Labor",,,"141","W 20TH ST",,,"NEW YORK","10011","Manhattan"
"066980-2025-CMPL","07/01/2025","311","Restaurant","Other - Z01","BA-1737908-2025","Wendy's","07/02/2025","Referred","Other",,,"20","E 14TH ST",,,"NEW YORK","10003","Manhattan"
"066909-2025-CMPL","07/01/2025","311","Specialized Vending License - MFV","Unlicensed","BA-1737809-2025","N/A","07/02/2025","Referred","NYC Department of Sanitation",,,,"LEFFERTS BOULEVARD",,,,"11419","Queens"
"066965-2025-CMPL","07/01/2025","Email/Fax","Other",,"BA-1737891-2025","Primo Water Corporation","07/01/2025","No Jurisdiction",,,,"1150","ASSEMBLY DR",,"800","TAMPA","33607",
"066982-2025-CMPL","07/01/2025","311","Misc Non-Food Retail","Overcharge","BA-1737910-2025","first top food inc","07/03/2025","Referred","Other",,,"22","CATHERINE ST",,,"NEW YORK","10038","Manhattan"
"066956-2025-CMPL","07/01/2025","311","Misc Non-Food Retail","Door Open with Air Conditioning On","BA-1737880-2025","CFSC Check cashing","07/03/2025","Referred","Other",,,"25","WILLOUGHBY ST",,,"BROOKLYN","11201","Brooklyn"
"066970-2025-CMPL","07/01/2025","311","Other","Advertising/Misleading - A02","BA-1737895-2025","MEMORIAL SLOAN KETTERING CANCER CENTER","07/02/2025","No Jurisdiction",,,,"633","3RD AVE",,,"NEW YORK","10017","Manhattan"
"066899-2025-CMPL","07/01/2025","Email/Fax","Restaurant",,"BA-1737796-2025","101 EAST 161 ST. RESTAURANT CORP.","07/01/2025","Referred","NYC Department of Health & Mental Hygiene",,,"101","E 161ST ST",,,"BRONX","10451","Bronx"
"066912-2025-CMPL","07/01/2025","Email/Fax","Tow Truck Company","Lost/Stolen/Damaged Property","BA-1242730-2022","FIVE J'S AUTOMOTIVE LTD.","07/23/2025","Advised to Sue - ATS",,,,"4825","BALDWIN ST",,,"BRONX","10470","Bronx"
"066963-2025-CMPL","07/01/2025","311","Supermarket","Advertising/Misleading - A02","BA-1737889-2025","Netcost Markets","07/02/2025","No Jurisdiction",,,,"9710","QUEENS BLVD",,,"REGO PARK","11374","Queens"
"066902-2025-CMPL","07/01/2025","311","Misc Non-Food Retail","Damaged Goods - D01","BA-1737800-2025","National Liquidator","07/03/2025","Insufficient Info Received",,,,"691","CO OP CITY BLVD",,,"BRONX","10475","Bronx"
"066948-2025-CMPL","07/01/2025","Email/Fax","Health Spa",,"BA-1737866-2025","Life Time","07/01/2025","Referred","NYS Office of the Attorney General",,,"110","W 56TH ST",,,"NEW YORK","10019","Manhattan"
"066981-2025-CMPL","07/01/2025","Online","Landlord or Real Estate Agent","Fees or Surcharges Not Disclosed","BA-1737909-2025","EDWARD & ASSOCIATES ENTERPRISE, INC.","07/18/2025","Complaint Review Complete",,,,,"8611 23RD Ave",,,"Brooklyn","11214","Brooklyn"
"066867-2025-CMPL","07/01/2025","311","Secondhand Dealer - Auto","Over Capacity","BA-1737752-2025","Awad autogroup","07/03/2025","Referred","NYC Department of Sanitation",,,"94","ROCKNE ST",,,"STATEN ISLAND","10314","Staten Island"
"066875-2025-CMPL","07/01/2025","311","Grocery-Retail","Overcharge","BA-1737761-2025","West 109 Spicy Gourmet Deli","07/09/2025","Referred","Other",,,"990","AMSTERDAM AVE",,,"NEW YORK","10025","Manhattan"
"066904-2025-CMPL","07/01/2025","Email/Fax","Other",,"BA-1737804-2025","DAVE & BUSTER'S, INC.","07/01/2025","Referred","NYC Commission on Human Rights",,,"395","GATEWAY DR",,,"BROOKLYN","11239","Brooklyn"
"066907-2025-CMPL","07/01/2025","311","Misc Non-Food Retail","Door Open with Air Conditioning On","BA-1737807-2025","The Alchemy Chelsea Cannabis Store","07/02/2025","Complaint Review Complete",,,,"302","8TH AVE",,,"NEW YORK","10001","Manhattan"
"066924-2025-CMPL","07/01/2025","311","Other","Refund or Return Policy Not Posted or Provided","BA-1737826-2025","Max Deals","07/03/2025","Insufficient Info Received",,,,"2441","BOSTON RD",,,"BRONX","10467","Bronx"
"066866-2025-CMPL","07/01/2025","Online","Other","Overcharge","BA-1680236-2023","RITZ BAR & LOUNGE","07/24/2025","Insufficient Info Received",,,,,"369 W 46TH St Frnt 2",,,"New York","10036",
"066954-2025-CMPL","07/01/2025","Online","Landlord or Real Estate Agent","Fees or Surcharges Not Disclosed; Required to Use  Agent","BA-1737874-2025","CITI CUBES INC.","07/18/2025","Complaint Review Complete",,,,"1410","NORTHERN BLVD",,,"MANHASSET","11030",
"066946-2025-CMPL","07/01/2025","311","Home Improvement Contractor","Non-Delivery of Goods - N01","BA-1564360-2022","UMOJA USA LLC","08/20/2025","No Business Response - NVR",,,,"90","GLEN ST",,,"BROOKLYN","11208","Brooklyn"
"066973-2025-CMPL","07/01/2025","Online","Home Improvement Contractor","Other - Z01",,,"08/22/2025","Complaint Review Complete",,,,"10928","132ND ST",,,"JAMAICA","11420","Queens"
"066983-2025-CMPL","07/01/2025","311","Employment Agency","Advertising/Misleading - A02","BA-1737913-2025","Manhattan Dining Network","08/01/2025","Requested Information Not Provided",,,,"140","BROADWAY","FL","46","NEW YORK","10005","Manhattan"
"066895-2025-CMPL","07/01/2025","Online","Sightseeing Guide","Exchange/Refund/Return","BA-1704511-2024","THE SIGHTSEEING PASS","08/23/2025","Requested Information Not Provided",,,,"1430","BROADWAY",,,"NEW YORK","10018","Manhattan"
"066935-2025-CMPL","07/01/2025","Online","Grocery-Retail",,"BA-1737846-2025","The Stop & Shop Supermarket Company LLC","07/29/2025","Referred","Court System",,,"2136","BARTOW AVE",,,"BRONX","10475","Bronx"
"066960-2025-CMPL","07/01/2025","Email/Fax","Landlord or Real Estate Agent","Broker Fee Charged","BA-1737885-2025","Shine Corporation","08/03/2025","Complaint Review Complete",,,,"781","E NEW YORK AVE",,,"BROOKLYN","11203","Brooklyn"
